"OBJECTID","TOWNNAME","TOWNNAME_SUGGEST","POSTCODE","PAYS","REGION","X","Y"
258381,"GIVRAND","GIVRAND","85800","FRANCE","85",-1,88438,46,67125
258383,"CHAIX","CHAIX","85200","FRANCE","85",-0,85476,46,43321
258384,"BOUSSE","BOUSSE","72270","FRANCE","72",-0,05896,47,76959
258386,"LASSERON","LASSERON","44370","FRANCE","44",-0,96911,47,47362
258388,"MOZÉ-SUR-LOUET","MOZÉ-SUR-LOUET","49610","FRANCE","49",-0,55129,47,35708
258390,"SAINT-MALÔ-DU-BOIS","SAINT-MALÔ-DU-BOIS","85590","FRANCE","85",-0,90009,46,92906
258392,"LA POITEVINIÈRE","LA POITEVINIÈRE","44440","FRANCE","44",-1,30687,47,53325
258398,"LA VARENNE","LA VARENNE","49270","FRANCE","49",-1,32205,47,31298
258418,"ANDREZÉ","ANDREZÉ","49600","FRANCE","49",-0,95439,47,17156
258421,"PALLUAU","PALLUAU","85670","FRANCE","85",-1,62074,46,80462
258422,"BEAUMONT-SUR-DÊME","BEAUMONT-SUR-DÊME","72340","FRANCE","72",0,56959,47,69404
258424,"LA PROMENADE","LA PROMENADE","49300","FRANCE","49",-0,93012,47,06002
258428,"MESSAN","MESSAN","44640","FRANCE","44",-1,8528,47,19265
258432,"L'ÉPOIDS","L'ÉPOIDS","85230","FRANCE","85",-2,05811,46,93431
258436,"NORT-SUR-ERDRE","NORT-SUR-ERDRE","44390","FRANCE","44",-1,49424,47,43998
258443,"LA FRADINIÉRE","LA FRADINIÉRE","85270","FRANCE","85",-1,96392,46,77267
258445,"SAUMOUSSAY","SAUMOUSSAY","49260","FRANCE","49",-0,07899,47,19877
258448,"VOIVRES-LÈS-LE-MANS","VOIVRES-LÈS-LE-MANS","72210","FRANCE","72",0,07193,47,92931
258455,"LE BREIL-SUR-MÉRIZE","LE BREIL-SUR-MÉRIZE","72370","FRANCE","72",0,47805,48,00814
258457,"COSSÉ-LE-VIVIEN","COSSÉ-LE-VIVIEN","53230","FRANCE","53",-0,91248,47,94557
258460,"CHAILLAND","CHAILLAND","53420","FRANCE","53",-0,87527,48,22668
